Day,Month,Year,Hour,Min,Sec,mode,Time,BBBV,BBBVs,style,cell0,cell1,cell2,cell3,cell4,cell5,cell6,cell7,cell8,Lcl,Rcl,Dcl,Leff,Reff,Deff,Openings,Islands,Path,GZiNi,HZiNi
16,1,2024,20,0,21,INT,60.21,58,0.96,Flag,61,87,47,18,3,0,0,0,0,31,30,42,30,29,27,9,12,4353,44,46
16,1,2024,20,3,33,INT,56.24,66,1.17,Flag,58,84,50,19,5,0,0,0,0,34,27,45,32,26,31,10,8,3674,49,51
16,1,2024,20,6,7,INT,53.70,62,1.15,Flag,71,78,45,17,4,1,0,0,0,32,26,56,22,25,32,9,13,3060,48,50
16,1,2024,20,10,46,INT,57.76,66,1.14,Flag,56,105,40,13,2,0,0,0,0,21,34,59,19,31,33,5,8,4375,45,50
16,1,2024,20,12,25,INT,62.20,68,1.09,Flag,59,87,49,20,1,0,0,0,0,23,28,52,20,28,35,9,11,5530,49,49
16,1,2024,20,15,4,INT,45.28,43,0.94,Flag,81,65,44,20,6,0,0,0,0,23,30,36,21,29,20,6,8,3289,36,39
16,1,2024,20,16,31,INT,51.09,55,1.07,Flag,71,77,51,14,3,0,0,0,0,26,23,36,24,23,22,3,10,4569,41,45
16,1,2024,20,22,37,INT,50.58,74,1.46,Flag,59,82,54,19,2,0,0,0,0,42,19,33,35,19,25,4,6,3185,50,55
16,1,2024,20,24,44,INT,71.57,80,1.11,Flag,57,90,50,15,4,0,0,0,0,59,27,45,50,25,24,7,5,4977,54,56
16,1,2024,20,25,50,INT,57.94,68,1.17,Flag,61,80,57,17,1,0,0,0,0,26,29,57,24,27,35,8,5,3723,48,51
16,1,2024,20,32,56,INT,55.36,80,1.44,Flag,57,94,47,14,3,1,0,0,0,29,26,47,26,25,33,4,6,3713,55,59
16,1,2024,20,34,52,INT,51.67,49,0.94,Flag,73,78,42,18,4,1,0,0,0,21,29,39,19,29,24,5,6,4386,36,41
16,1,2024,20,37,5,INT,50.82,52,1.02,Flag,68,79,46,20,3,0,0,0,0,39,15,28,36,14,17,7,8,3578,42,46
16,1,2024,20,41,31,INT,65.78,71,1.07,Flag,63,87,43,16,6,1,0,0,0,26,28,58,24,28,37,8,8,5222,44,48
16,1,2024,20,42,36,INT,55.01,76,1.38,Flag,52,100,45,17,2,0,0,0,0,20,35,58,18,31,35,5,7,4563,48,50
16,1,2024,20,45,20,INT,54.12,58,1.07,Flag,63,90,49,13,0,1,0,0,0,16,29,51,15,28,34,9,8,4407,41,45
16,1,2024,20,47,59,INT,56.46,75,1.32,Flag,48,96,50,20,2,0,0,0,0,26,28,54,23,26,35,7,5,4345,54,60
16,1,2024,20,56,40,INT,53.43,54,1.01,Flag,62,81,53,18,1,1,0,0,0,41,19,29,33,16,21,9,10,4381,46,49
16,1,2024,21,5,5,INT,63.38,69,1.08,Flag,68,76,51,17,2,0,2,0,0,29,39,50,24,37,30,5,8,5059,49,49
16,1,2024,21,6,18,INT,49.94,64,1.28,Flag,56,105,34,18,3,0,0,0,0,17,35,62,16,28,35,9,8,3185,43,46
16,1,2024,21,7,59,INT,65.22,63,0.96,Flag,76,73,39,21,6,1,0,0,0,32,31,33,28,29,21,3,4,4628,45,51
16,1,2024,21,9,9,INT,63.16,70,1.10,Flag,68,78,52,16,1,1,0,0,0,21,35,73,17,32,38,6,4,3877,47,50
16,1,2024,21,12,52,INT,51.98,51,0.98,Flag,62,76,62,14,2,0,0,0,0,24,28,47,21,25,30,8,11,3333,42,45
16,1,2024,21,13,57,INT,57.60,43,0.74,Flag,76,74,43,20,3,0,0,0,0,37,24,31,32,22,19,8,9,4017,41,40
16,1,2024,21,17,44,INT,51.36,42,0.81,Flag,70,73,49,22,2,0,0,0,0,33,18,28,26,17,17,9,15,3283,38,39
16,1,2024,21,18,52,INT,48.77,56,1.14,Flag,66,86,48,13,3,0,0,0,0,13,27,54,11,26,33,6,6,3490,42,47
16,1,2024,21,20,13,INT,67.69,67,0.98,Flag,63,77,54,17,5,0,0,0,0,28,35,68,23,30,33,6,6,4239,52,57
16,1,2024,21,24,43,INT,51.38,51,0.99,Flag,67,84,50,7,6,1,1,0,0,22,23,35,22,23,22,9,12,3729,45,47
17,1,2024,19,30,16,INT,69.89,72,1.03,Flag,65,80,48,17,6,0,0,0,0,21,32,67,19,29,37,7,6,4351,47,46
17,1,2024,19,32,12,INT,55.34,54,0.97,Flag,75,67,53,14,7,0,0,0,0,26,23,46,22,22,28,6,6,3672,40,45
17,1,2024,19,33,10,INT,52.06,74,1.42,Flag,66,78,54,16,1,1,0,0,0,39,16,40,33,16,20,2,7,3428,51,56
17,1,2024,19,35,31,INT,65.46,73,1.11,Flag,57,96,47,14,1,1,0,0,0,31,31,56,27,29,33,7,5,4453,53,57
17,1,2024,19,40,24,INT,68.52,71,1.03,Flag,50,93,59,12,2,0,0,0,0,43,26,52,36,25,30,8,6,4315,53,54
17,1,2024,19,46,1,INT,64.15,65,1.01,Flag,62,88,41,23,2,0,0,0,0,34,30,54,29,28,30,7,10,4301,46,51
17,1,2024,19,49,53,INT,61.55,72,1.16,Flag,45,103,54,11,3,0,0,0,0,29,23,63,25,23,34,12,10,4228,50,52
17,1,2024,19,52,32,INT,79.93,85,1.06,Flag,45,106,49,13,3,0,0,0,0,31,33,80,25,32,47,10,8,5497,61,62
17,1,2024,19,55,40,INT,65.25,81,1.24,Flag,54,90,47,21,3,1,0,0,0,32,23,53,29,22,38,8,5,5224,56,60
17,1,2024,19,57,5,INT,75.01,70,0.93,Flag,64,81,50,19,2,0,0,0,0,30,35,52,28,34,31,7,9,5624,46,48
17,1,2024,19,58,56,INT,52.92,73,1.37,Flag,59,94,45,13,4,1,0,0,0,28,29,50,27,29,30,7,6,3339,48,50
17,1,2024,20,4,23,INT,47.69,52,1.09,Flag,69,74,55,12,5,1,0,0,0,16,27,46,16,24,26,7,8,3387,44,43
17,1,2024,20,6,58,INT,48.24,65,1.34,Flag,68,82,48,14,4,0,0,0,0,36,18,38,30,17,25,6,7,3791,47,52
17,1,2024,20,8,9,INT,59.65,59,0.98,Flag,65,80,48,17,6,0,0,0,0,23,36,62,21,35,35,8,8,4109,49,49
17,1,2024,20,9,49,INT,63.87,75,1.17,Flag,49,102,46,17,1,0,1,0,0,31,26,50,29,26,36,9,8,4633,56,58
17,1,2024,20,11,50,INT,53.69,68,1.26,Flag,56,90,56,13,1,0,0,0,0,20,31,52,17,31,35,6,11,3942,52,54
17,1,2024,20,12,51,INT,55.12,80,1.45,Flag,50,85,69,12,0,0,0,0,0,22,30,62,18,30,45,9,9,3745,52,56
17,1,2024,20,18,7,INT,56.76,79,1.39,Flag,70,84,42,16,4,0,0,0,0,17,23,67,14,23,39,4,3,4719,46,52
17,1,2024,20,19,17,INT,64.24,74,1.15,Flag,54,91,53,11,7,0,0,0,0,33,34,74,29,32,35,12,7,3734,48,52
17,1,2024,20,20,27,INT,63.18,68,1.07,Flag,50,91,60,15,0,0,0,0,0,15,34,89,13,33,45,12,13,4493,52,54
17,1,2024,20,24,16,INT,46.51,57,1.22,Flag,77,79,42,12,5,1,0,0,0,22,21,45,20,19,24,3,6,2865,39,41
17,1,2024,20,25,19,INT,56.79,51,0.89,Flag,74,73,47,17,5,0,0,0,0,27,21,35,25,20,24,6,7,4643,40,42
17,1,2024,20,27,3,INT,43.06,56,1.30,Flag,75,79,40,17,5,0,0,0,0,28,12,38,23,12,23,5,6,2846,39,44
17,1,2024,20,28,10,INT,49.60,67,1.35,Flag,67,76,49,21,2,1,0,0,0,21,26,57,20,25,38,8,6,3132,51,51
17,1,2024,20,29,15,INT,48.32,65,1.34,Flag,64,92,39,15,5,1,0,0,0,45,18,36,39,15,20,6,11,2992,51,55
17,1,2024,20,31,34,INT,47.20,57,1.20,Flag,60,94,45,15,2,0,0,0,0,18,28,58,16,24,34,9,12,3144,45,46
18,1,2024,21,10,35,INT,53.98,77,1.42,Flag,49,105,46,15,0,1,0,0,0,16,27,65,16,26,38,7,9,4076,51,51
18,1,2024,21,12,26,INT,47.02,57,1.21,Flag,63,87,44,19,3,0,0,0,0,22,22,57,21,21,31,7,14,3926,44,46
18,1,2024,21,14,44,INT,47.02,63,1.33,Flag,75,61,57,20,3,0,0,0,0,31,21,37,30,21,23,5,9,3133,52,53
18,1,2024,21,16,26,INT,49.31,45,0.91,Flag,75,82,38,14,6,1,0,0,0,12,31,55,12,30,34,9,9,4018,39,41
18,1,2024,21,20,5,INT,57.64,60,1.04,Flag,65,82,40,24,5,0,0,0,0,28,36,52,25,35,30,10,8,4221,41,47
18,1,2024,21,21,58,INT,52.47,53,1.01,Flag,62,85,54,11,4,0,0,0,0,38,24,45,32,22,25,8,10,3579,42,44
18,1,2024,21,35,43,INT,59.29,61,1.02,Flag,70,83,38,19,6,0,0,0,0,29,24,48,26,24,25,5,7,4021,44,50
18,1,2024,23,0,16,INT,51.56,41,0.79,Flag,75,79,41,12,9,0,0,0,0,15,27,45,14,27,29,7,11,4828,34,35
18,1,2024,23,6,22,INT,51.08,69,1.35,Flag,59,92,51,11,2,1,0,0,0,31,27,62,29,23,30,7,14,3206,52,56
18,1,2024,23,7,42,INT,70.60,76,1.07,Flag,44,92,63,15,2,0,0,0,0,19,36,96,15,35,50,13,13,4599,57,62
18,1,2024,23,9,15,INT,52.22,66,1.26,Flag,55,94,46,19,2,0,0,0,0,29,27,58,27,25,29,9,8,3454,50,52
18,1,2024,23,16,13,INT,62.29,63,1.01,Flag,56,87,56,12,5,0,0,0,0,24,36,66,22,33,38,12,5,4482,49,50
18,1,2024,23,17,6,INT,47.26,54,1.14,Flag,72,85,39,14,4,2,0,0,0,34,22,30,29,22,20,6,9,3434,40,41
18,1,2024,23,18,13,INT,39.00,47,1.20,Flag,70,82,41,21,2,0,0,0,0,12,25,52,11,25,30,7,9,3149,35,37
18,1,2024,23,21,56,INT,54.21,56,1.03,Flag,64,74,56,19,2,1,0,0,0,19,28,65,15,28,39,8,13,4106,46,49
18,1,2024,23,23,32,INT,44.11,47,1.06,Flag,57,99,46,11,2,1,0,0,0,17,19,48,17,18,27,10,10,3311,39,41
18,1,2024,23,26,25,INT,58.59,59,1.00,Flag,68,75,45,24,2,2,0,0,0,31,26,46,28,26,25,7,7,4173,48,51
18,1,2024,23,27,41,INT,62.77,64,1.01,Flag,75,70,43,21,7,0,0,0,0,36,31,48,33,29,24,5,5,4570,49,53
18,1,2024,23,29,23,INT,51.07,60,1.17,Flag,62,92,42,13,7,0,0,0,0,24,24,53,23,23,29,6,10,3326,46,51
18,1,2024,23,36,37,INT,53.34,70,1.31,Flag,59,93,46,13,5,0,0,0,0,32,25,48,27,25,33,7,8,3584,44,50
18,1,2024,23,46,29,INT,47.71,58,1.21,Flag,58,84,60,10,3,1,0,0,0,47,12,27,39,10,18,9,12,3042,46,48
18,1,2024,23,49,11,INT,55.39,80,1.44,Flag,55,94,48,15,2,2,0,0,0,36,27,48,32,25,36,7,4,3287,52,53
18,1,2024,23,50,27,INT,46.57,63,1.35,Flag,68,75,55,16,1,1,0,0,0,30,29,33,29,26,25,7,5,2892,48,50
18,1,2024,23,51,29,INT,53.98,68,1.25,Flag,63,81,54,16,2,0,0,0,0,29,31,36,27,26,27,7,7,3809,50,50
18,1,2024,23,55,2,INT,57.52,71,1.23,Flag,58,86,56,14,2,0,0,0,0,35,26,46,32,25,32,8,7,3821,48,52
18,1,2024,23,56,28,INT,59.59,71,1.19,Flag,60,86,43,21,6,0,0,0,0,30,29,58,26,29,34,7,4,4433,52,56
18,1,2024,23,57,42,INT,67.08,79,1.17,Flag,44,101,59,11,1,0,0,0,0,40,26,48,33,25,35,10,7,4717,56,61
18,1,2024,23,58,51,INT,59.35,72,1.21,Flag,65,83,48,15,4,1,0,0,0,40,24,40,34,23,24,5,8,4488,49,51
19,1,2024,20,38,52,INT,49.17,36,0.73,Flag,68,84,45,12,7,0,0,0,0,24,16,30,21,16,18,7,13,4559,33,34
19,1,2024,20,41,0,INT,46.42,67,1.44,Flag,56,88,53,18,1,0,0,0,0,10,27,67,9,27,40,8,7,3262,47,51
19,1,2024,20,43,13,INT,50.38,65,1.29,Flag,62,84,52,16,1,1,0,0,0,23,30,54,21,29,31,7,8,3339,46,51
19,1,2024,20,44,20,INT,61.53,64,1.04,Flag,59,77,62,16,2,0,0,0,0,44,25,55,36,25,30,8,10,4758,52,57
19,1,2024,20,49,52,INT,60.56,73,1.20,Flag,51,93,57,14,1,0,0,0,0,23,31,69,19,30,46,9,6,4440,52,52
19,1,2024,20,51,26,INT,48.93,53,1.08,Flag,62,91,47,13,3,0,0,0,0,31,20,39,29,19,21,7,8,3598,40,41
19,1,2024,20,54,5,INT,58.96,78,1.32,Flag,52,91,59,12,2,0,0,0,0,66,22,44,54,20,24,8,6,4751,56,59
19,1,2024,20,56,15,INT,60.39,60,0.99,Flag,65,84,53,9,5,0,0,0,0,32,22,53,28,21,28,10,7,4218,44,47
19,1,2024,20,58,7,INT,48.80,62,1.27,Flag,55,88,61,12,0,0,0,0,0,30,22,33,26,21,25,9,9,3195,46,45
19,1,2024,20,59,7,INT,54.02,65,1.20,Flag,62,92,45,12,5,0,0,0,0,32,24,39,27,24,26,7,8,3505,50,52
19,1,2024,21,2,49,INT,65.19,96,1.47,Flag,51,97,55,12,1,0,0,0,0,22,33,64,21,33,42,6,5,4460,60,60
19,1,2024,21,4,2,INT,54.39,63,1.15,Flag,73,78,41,19,5,0,0,0,0,48,17,30,41,17,19,5,8,3608,45,46
19,1,2024,21,5,46,INT,60.08,71,1.18,Flag,54,92,53,17,0,0,0,0,0,43,24,43,34,24,31,9,8,4484,53,53
19,1,2024,21,10,14,INT,43.61,42,0.96,Flag,67,83,47,14,5,0,0,0,0,30,16,25,24,14,22,11,10,3057,35,37
19,1,2024,21,14,32,INT,59.56,69,1.15,Flag,59,88,53,15,1,0,0,0,0,36,26,34,32,25,24,4,7,3965,53,53
19,1,2024,21,15,39,INT,42.75,44,1.02,Flag,73,80,45,11,7,0,0,0,0,16,26,47,14,24,28,8,11,3254,38,42
19,1,2024,21,19,30,INT,58.53,77,1.31,Flag,59,89,56,11,1,0,0,0,0,34,24,48,31,24,33,5,5,4222,52,55
19,1,2024,21,20,35,INT,52.96,50,0.94,Flag,90,63,36,17,8,2,0,0,0,20,28,40,20,26,21,6,4,4347,39,39
19,1,2024,22,7,16,INT,61.13,75,1.22,Flag,58,93,47,15,3,0,0,0,0,20,37,83,19,31,42,8,3,4031,54,58
19,1,2024,23,56,22,INT,61.79,88,1.42,Flag,51,91,57,16,1,0,0,0,0,23,32,69,22,31,41,5,5,4020,55,62
19,1,2024,23,57,28,INT,51.49,65,1.26,Flag,58,92,49,13,4,0,0,0,0,23,27,62,19,26,35,9,6,3514,47,49
19,1,2024,23,59,11,INT,61.92,70,1.13,Flag,68,79,43,24,2,0,0,0,0,30,28,52,28,26,33,5,7,3832,50,53
20,1,2024,0,2,21,INT,55.13,69,1.25,Flag,57,80,61,16,2,0,0,0,0,21,27,74,19,27,40,8,7,3618,55,56
20,1,2024,0,5,6,INT,66.02,88,1.33,Flag,47,95,60,12,2,0,0,0,0,27,31,92,22,29,46,9,6,4461,57,63
20,1,2024,0,6,19,INT,63.98,92,1.43,Flag,52,87,62,15,0,0,0,0,0,40,26,54,34,25,39,7,6,4337,60,61
20,1,2024,0,9,40,INT,64.53,68,1.05,Flag,65,80,49,21,1,0,0,0,0,29,32,60,26,30,32,8,9,4324,52,53
20,1,2024,0,11,10,INT,52.01,52,0.99,Flag,70,79,47,17,2,1,0,0,0,34,23,34,31,23,18,6,7,3368,41,40
20,1,2024,0,15,34,INT,50.92,61,1.19,Flag,67,89,42,14,3,1,0,0,0,34,18,38,31,18,20,4,9,4055,44,47
20,1,2024,0,17,43,INT,62.44,67,1.07,Flag,70,77,44,24,1,0,0,0,0,22,32,56,21,27,34,6,4,4009,47,49
20,1,2024,0,19,44,INT,46.65,58,1.24,Flag,63,86,44,20,3,0,0,0,0,19,28,49,17,26,32,9,7,3202,41,41
20,1,2024,0,24,19,INT,61.37,70,1.14,Flag,61,87,53,12,3,0,0,0,0,20,34,60,18,33,40,7,11,4626,48,50
20,1,2024,0,25,14,INT,46.31,48,1.03,Flag,76,79,35,20,5,1,0,0,0,48,8,15,39,8,10,5,11,3353,36,37
20,1,2024,0,27,28,INT,54.69,60,1.09,Flag,74,77,46,15,3,1,0,0,0,20,24,34,17,24,24,5,6,3214,39,42
20,1,2024,0,28,24,INT,49.25,60,1.21,Flag,69,78,45,19,5,0,0,0,0,28,29,37,22,29,26,6,6,3090,40,41
20,1,2024,0,30,59,INT,54.72,68,1.24,Flag,69,81,40,23,3,0,0,0,0,20,29,50,18,29,32,5,5,3652,45,46
20,1,2024,0,32,4,INT,57.30,64,1.11,Flag,55,93,48,19,1,0,0,0,0,25,22,57,23,21,37,9,12,4026,49,52
20,1,2024,0,36,7,INT,42.16,60,1.42,Flag,61,86,54,13,2,0,0,0,0,20,20,40,17,20,30,8,9,3140,45,45
20,1,2024,0,41,50,INT,48.78,58,1.18,Flag,62,81,54,11,8,0,0,0,0,48,15,42,36,14,19,9,8,3865,45,47
20,1,2024,0,43,33,INT,64.35,59,0.91,Flag,61,77,57,17,4,0,0,0,0,32,24,56,27,24,31,8,7,5059,48,47
20,1,2024,0,46,49,INT,53.13,64,1.20,Flag,72,76,51,16,1,0,0,0,0,21,29,42,19,28,28,4,5,3356,45,49
20,1,2024,0,49,39,INT,70.84,65,0.91,Flag,66,80,37,26,5,2,0,0,0,31,31,75,24,30,43,8,6,4587,52,52
20,1,2024,0,50,50,INT,58.73,56,0.95,Flag,67,77,52,16,4,0,0,0,0,15,36,60,12,35,37,8,6,3586,42,44
20,1,2024,0,52,13,INT,65.81,73,1.10,Flag,48,99,55,12,2,0,0,0,0,19,38,68,19,34,43,8,8,3806,52,54
20,1,2024,0,53,15,INT,55.75,57,1.02,Flag,63,82,47,18,6,0,0,0,0,29,25,40,28,21,23,6,11,4370,45,48
20,1,2024,0,56,54,INT,53.35,56,1.04,Flag,61,94,41,16,3,1,0,0,0,13,31,59,10,28,35,7,9,3380,41,44
20,1,2024,0,58,17,INT,57.39,55,0.95,Flag,81,66,47,15,4,3,0,0,0,25,25,46,21,22,29,6,7,4138,41,44
20,1,2024,0,59,30,INT,63.46,68,1.07,Flag,62,83,53,13,4,1,0,0,0,16,35,55,15,31,34,5,7,4885,50,51
20,1,2024,1,0,41,INT,55.44,52,0.93,Flag,76,69,51,15,4,1,0,0,0,25,28,50,24,25,29,8,11,4127,39,43
20,1,2024,1,2,1,INT,74.49,56,0.75,Flag,74,76,44,20,2,0,0,0,0,52,27,37,41,24,24,8,5,5152,44,46
20,1,2024,1,3,57,INT,59.44,87,1.46,Flag,48,99,55,13,1,0,0,0,0,33,28,58,28,28,38,7,7,4202,57,59
20,1,2024,1,5,5,INT,59.82,74,1.23,Flag,56,84,59,16,1,0,0,0,0,21,30,72,18,28,45,9,7,4261,54,55
20,1,2024,1,6,50,INT,59.20,62,1.04,Flag,62,82,55,13,3,1,0,0,0,19,38,58,16,37,36,9,9,3888,45,49
20,1,2024,1,8,49,INT,44.00,46,1.04,Flag,75,74,43,19,5,0,0,0,0,26,21,27,22,20,22,5,9,2894,37,39
20,1,2024,1,11,18,INT,59.10,63,1.06,Flag,61,78,63,12,2,0,0,0,0,34,28,47,30,24,30,6,10,4128,49,48
20,1,2024,1,16,33,INT,62.34,71,1.13,Flag,56,87,58,12,3,0,0,0,0,40,26,44,35,23,32,6,11,4360,52,55
20,1,2024,1,21,0,INT,70.65,73,1.03,Flag,51,93,57,12,3,0,0,0,0,22,40,81,17,32,39,9,8,4416,53,56
20,1,2024,1,24,41,INT,65.36,70,1.07,Flag,58,85,54,18,1,0,0,0,0,14,38,64,13,34,42,8,8,4051,49,54
20,1,2024,1,27,37,INT,68.53,83,1.21,Flag,48,99,54,13,2,0,0,0,0,41,24,46,41,21,31,7,9,4202,55,56
20,1,2024,1,33,54,INT,53.07,61,1.14,Flag,52,105,42,12,5,0,0,0,0,45,17,41,39,16,23,9,13,3644,44,48
20,1,2024,1,35,7,INT,62.24,78,1.25,Flag,71,78,45,18,4,0,0,0,0,24,31,73,20,30,45,6,7,4227,48,56
20,1,2024,1,36,15,INT,56.49,76,1.34,Flag,55,80,61,18,2,0,0,0,0,31,32,69,25,30,38,7,6,3711,50,57
20,1,2024,1,38,39,INT,46.58,48,1.03,Flag,81,67,46,14,6,2,0,0,0,32,17,37,28,15,21,7,9,3869,38,40
20,1,2024,1,42,17,INT,62.15,67,1.07,Flag,58,89,48,14,5,2,0,0,0,45,33,62,37,32,32,8,10,4268,48,55
20,1,2024,1,43,30,INT,55.16,55,0.99,Flag,68,79,44,19,5,1,0,0,0,29,29,43,23,27,31,7,13,3920,45,49
20,1,2024,1,46,34,INT,58.61,58,0.98,Flag,74,73,50,13,4,2,0,0,0,34,31,56,25,30,34,10,10,4016,45,49
20,1,2024,1,48,43,INT,55.86,62,1.10,Flag,66,76,53,19,2,0,0,0,0,22,37,57,20,35,30,6,8,3659,46,48
20,1,2024,1,50,4,INT,68.25,71,1.04,Flag,52,93,51,17,3,0,0,0,0,30,31,69,26,30,37,9,11,4332,49,53
20,1,2024,1,52,22,INT,53.95,60,1.11,Flag,65,80,52,18,1,0,0,0,0,24,31,56,22,27,33,7,9,3443,45,48
20,1,2024,1,53,30,INT,50.60,78,1.54,Flag,47,96,58,14,1,0,0,0,0,19,30,81,17,30,41,8,8,3756,51,57
20,1,2024,1,58,32,INT,54.56,72,1.31,Flag,72,77,50,14,2,1,0,0,0,17,32,66,15,30,36,5,7,3535,48,55
20,1,2024,1,59,47,INT,67.94,85,1.25,Flag,55,82,60,17,2,0,0,0,0,27,38,76,20,36,41,5,5,4281,52,61
20,1,2024,2,6,57,INT,67.09,72,1.07,Flag,55,93,44,21,3,0,0,0,0,34,32,61,32,31,38,8,8,4590,53,55
20,1,2024,2,8,12,INT,49.97,52,1.04,Flag,78,71,50,15,2,0,0,0,0,14,33,58,11,29,28,5,8,3180,40,41
20,1,2024,2,9,29,INT,65.35,57,0.87,Flag,67,76,50,19,4,0,0,0,0,33,30,58,25,28,31,7,10,4820,44,47
20,1,2024,12,19,23,INT,66.54,65,0.97,Flag,75,73,42,23,3,0,0,0,0,31,32,53,25,32,29,6,4,4659,51,51
20,1,2024,12,24,13,INT,59.63,66,1.10,Flag,66,77,53,17,3,0,0,0,0,31,27,60,25,26,33,4,6,3668,46,51
20,1,2024,12,26,2,INT,58.25,60,1.03,Flag,58,99,38,15,6,0,0,0,0,26,22,53,23,20,33,9,10,3642,50,49
20,1,2024,12,28,41,INT,53.49,65,1.21,Flag,74,75,44,19,4,0,0,0,0,38,22,43,32,22,23,4,8,3621,44,48
20,1,2024,12,51,13,INT,42.12,41,0.97,Flag,76,72,42,23,3,0,0,0,0,30,19,39,27,18,17,7,9,3095,30,32
20,1,2024,20,14,39,INT,48.88,64,1.30,Flag,59,94,46,16,1,0,0,0,0,32,19,55,24,19,24,6,5,3028,45,46
21,1,2024,19,50,9,INT,57.51,65,1.13,Flag,63,87,47,15,4,0,0,0,0,31,23,50,30,22,28,5,9,3980,44,47
21,1,2024,19,51,38,INT,60.71,66,1.08,Flag,49,101,50,13,3,0,0,0,0,33,23,58,30,21,29,11,11,4743,54,55
21,1,2024,20,10,8,INT,51.86,71,1.36,Flag,61,87,46,17,5,0,0,0,0,12,32,59,10,31,37,6,7,3501,47,50
21,1,2024,20,18,0,INT,56.78,71,1.25,Flag,65,88,44,17,2,0,0,0,0,33,22,62,27,20,29,7,6,3631,45,49
21,1,2024,21,28,26,INT,57.09,77,1.34,Flag,61,82,49,23,1,0,0,0,0,29,24,60,28,24,32,7,7,4138,49,54
21,1,2024,21,30,57,INT,53.43,57,1.06,Flag,65,74,59,13,4,1,0,0,0,28,27,56,25,27,31,7,9,4224,44,45
21,1,2024,21,33,30,INT,43.68,52,1.19,Flag,75,69,47,18,6,1,0,0,0,29,23,37,27,22,23,6,8,3281,42,43
21,1,2024,21,35,10,INT,55.70,72,1.29,Flag,66,77,50,19,4,0,0,0,0,45,20,54,34,18,31,7,8,3698,47,51
21,1,2024,21,39,36,INT,44.71,55,1.23,Flag,62,79,57,16,2,0,0,0,0,27,22,51,26,22,29,9,10,3175,44,47
21,1,2024,21,49,17,INT,65.30,68,1.04,Flag,59,90,51,11,5,0,0,0,0,33,28,60,31,24,29,8,10,4236,48,50
21,1,2024,21,50,31,INT,56.39,64,1.13,Flag,68,80,49,15,2,2,0,0,0,42,17,40,37,17,25,6,8,3662,43,48
21,1,2024,21,51,51,INT,68.59,67,0.97,Flag,53,96,45,17,5,0,0,0,0,34,28,64,31,28,37,10,8,5476,45,52
21,1,2024,21,54,0,INT,48.80,60,1.22,Flag,73,73,51,16,3,0,0,0,0,38,22,34,31,20,21,6,7,3346,43,45
21,1,2024,21,57,34,INT,52.50,60,1.14,Flag,59,85,56,14,2,0,0,0,0,25,25,64,23,21,35,8,13,3609,49,54
21,1,2024,21,59,52,INT,44.93,52,1.15,Flag,77,72,42,22,3,0,0,0,0,38,17,36,34,17,21,7,11,3975,40,39
21,1,2024,22,0,53,INT,46.77,60,1.28,Flag,77,65,54,17,3,0,0,0,0,48,16,21,46,16,9,4,7,3234,41,48
21,1,2024,22,1,59,INT,60.29,77,1.27,Flag,47,95,58,14,2,0,0,0,0,24,30,75,22,27,42,11,7,4501,58,60
22,1,2024,19,41,42,INT,63.63,61,0.95,Flag,56,88,56,13,3,0,0,0,0,26,36,67,21,35,35,10,8,3969,47,47
22,1,2024,19,46,50,INT,64.77,65,1.00,Flag,65,80,47,20,4,0,0,0,0,15,37,67,13,36,40,7,6,4509,45,53
22,1,2024,19,48,36,INT,52.51,60,1.14,Flag,67,76,54,16,3,0,0,0,0,21,24,41,18,22,27,6,3,5254,43,44
22,1,2024,19,51,47,INT,48.04,60,1.24,Flag,67,74,52,19,3,1,0,0,0,41,20,34,39,20,20,6,11,3639,44,47
22,1,2024,19,53,2,INT,46.10,56,1.21,Flag,83,66,42,14,7,4,0,0,0,35,26,25,33,26,13,3,6,2963,41,47
22,1,2024,19,54,44,INT,56.78,63,1.10,Flag,63,71,61,20,1,0,0,0,0,36,31,39,32,30,25,9,9,4283,53,53
22,1,2024,19,58,55,INT,60.71,57,0.93,Flag,60,86,54,11,5,0,0,0,0,30,27,49,26,26,29,9,7,5054,42,47
22,1,2024,20,0,6,INT,59.50,65,1.09,Flag,64,83,50,17,1,1,0,0,0,30,25,59,29,23,34,9,13,3936,48,53
22,1,2024,20,1,31,INT,77.00,72,0.93,Flag,57,85,48,20,5,1,0,0,0,41,30,55,35,30,30,8,9,6628,49,56
22,1,2024,20,2,39,INT,62.97,69,1.09,Flag,50,94,52,17,3,0,0,0,0,28,32,58,23,32,34,9,6,5279,51,54
22,1,2024,20,6,27,INT,57.93,80,1.38,Flag,57,85,56,15,3,0,0,0,0,25,33,65,23,32,42,6,7,4206,52,57
22,1,2024,20,7,22,INT,50.53,68,1.34,Flag,69,78,48,16,4,1,0,0,0,39,25,37,32,25,22,4,5,3904,47,47
22,1,2024,20,9,24,INT,61.80,72,1.16,Flag,50,97,55,11,3,0,0,0,0,30,28,65,25,28,40,11,11,3966,51,53
22,1,2024,20,10,22,INT,53.61,62,1.15,Flag,63,85,49,18,1,0,0,0,0,29,23,45,26,21,30,8,6,4243,47,50
22,1,2024,20,13,15,INT,49.93,45,0.90,Flag,58,85,59,12,2,0,0,0,0,30,23,45,26,22,26,13,15,3500,40,41
22,1,2024,20,18,3,INT,59.03,66,1.11,Flag,60,85,53,15,3,0,0,0,0,27,27,61,22,27,34,8,11,4193,54,58
