Day,Month,Year,Hour,Min,Sec,mode,Time,BBBV,BBBVs,style,cell0,cell1,cell2,cell3,cell4,cell5,cell6,cell7,cell8,Lcl,Rcl,Dcl,Leff,Reff,Deff,Openings,Islands,Path,GZiNi,HZiNi
22,1,2024,20,20,28,INT,61.40,72,1.17,Flag,56,97,48,13,2,0,0,0,0,11,33,63,10,32,44,7,10,4596,50,56
22,1,2024,20,26,1,INT,54.15,53,0.97,Flag,68,89,43,13,1,2,0,0,0,26,28,38,25,22,25,6,8,4501,42,44
22,1,2024,20,27,13,INT,58.50,69,1.17,Flag,70,73,45,23,4,1,0,0,0,23,30,58,19,28,32,6,7,4238,43,46
22,1,2024,20,28,14,INT,54.52,55,1.00,Flag,75,72,42,21,6,0,0,0,0,28,25,30,26,24,20,4,6,4578,41,45
22,1,2024,20,29,24,INT,55.48,76,1.36,Flag,53,91,55,13,3,1,0,0,0,30,28,56,28,25,28,8,7,3706,50,54
22,1,2024,20,31,50,INT,56.07,56,0.99,Flag,72,77,45,19,3,0,0,0,0,37,21,38,31,21,22,7,8,4240,39,44
22,1,2024,20,33,0,INT,58.75,55,0.93,Flag,69,82,41,20,4,0,0,0,0,29,24,44,23,23,29,8,9,5116,41,44
22,1,2024,20,33,49,INT,42.05,45,1.07,Flag,73,80,44,14,5,0,0,0,0,27,16,19,24,16,14,3,11,3991,36,36
22,1,2024,20,36,40,INT,78.24,67,0.85,Flag,51,86,58,18,3,0,0,0,0,39,26,51,31,26,34,10,13,6161,56,59
22,1,2024,20,38,3,INT,52.38,64,1.22,Flag,64,76,55,19,2,0,0,0,0,30,19,42,29,19,31,10,13,3114,48,53
22,1,2024,20,39,26,INT,71.56,86,1.20,Flag,50,94,52,17,3,0,0,0,0,24,35,74,20,35,43,7,6,4623,54,57
22,1,2024,20,40,12,INT,40.23,58,1.44,Flag,60,88,52,13,3,0,0,0,0,19,22,45,18,22,30,6,8,2964,43,42
22,1,2024,20,41,27,INT,61.61,75,1.21,Flag,50,90,57,17,2,0,0,0,0,26,28,57,23,26,36,10,10,4190,52,53
22,1,2024,20,48,15,INT,45.10,44,0.97,Flag,69,79,46,15,6,1,0,0,0,38,15,17,30,14,13,4,11,3558,34,36
22,1,2024,20,51,24,INT,50.82,65,1.27,Flag,58,90,49,14,4,1,0,0,0,11,28,57,9,27,43,8,6,3591,49,55
22,1,2024,20,53,35,INT,55.79,48,0.86,Flag,70,71,61,8,4,2,0,0,0,33,17,32,30,17,21,10,8,4358,44,44
22,1,2024,20,55,11,INT,68.50,86,1.25,Flag,56,90,49,14,6,1,0,0,0,23,39,80,20,31,48,7,4,5441,57,63
22,1,2024,20,58,39,INT,47.07,53,1.12,Flag,83,75,38,16,4,0,0,0,0,34,23,23,31,20,13,3,8,3534,34,37
22,1,2024,20,59,53,INT,54.97,53,0.96,Flag,78,76,39,16,6,0,1,0,0,23,16,46,20,14,20,6,8,5019,37,39
22,1,2024,21,3,39,INT,54.67,58,1.06,Flag,67,82,51,11,4,1,0,0,0,26,29,50,23,27,30,9,12,4413,47,48
22,1,2024,21,5,13,INT,48.16,46,0.95,Flag,78,62,50,23,3,0,0,0,0,30,22,46,20,22,26,7,7,3151,36,37
23,1,2024,18,40,16,INT,63.16,72,1.13,Flag,62,80,49,20,5,0,0,0,0,33,23,59,31,22,29,7,8,4242,55,54
23,1,2024,18,41,14,INT,51.53,40,0.77,Flag,75,73,48,19,1,0,0,0,0,23,30,41,21,28,23,6,12,3942,34,38
23,1,2024,18,42,33,INT,67.93,95,1.39,Flag,48,91,59,17,1,0,0,0,0,21,34,93,19,32,49,8,5,4247,59,64
23,1,2024,18,44,12,INT,50.71,66,1.30,Flag,65,90,42,14,4,0,0,1,0,25,19,57,22,19,32,8,8,3907,43,44
23,1,2024,18,45,45,INT,60.51,73,1.20,Flag,53,95,52,13,3,0,0,0,0,44,20,41,42,17,26,10,6,4139,53,54
23,1,2024,18,48,18,INT,56.51,64,1.13,Flag,66,81,47,15,7,0,0,0,0,23,29,64,20,28,36,7,12,3911,49,48
23,1,2024,18,49,42,INT,64.65,55,0.85,Flag,63,85,50,15,3,0,0,0,0,41,30,51,35,28,24,7,10,4768,42,42
23,1,2024,18,51,11,INT,60.17,71,1.17,Flag,64,86,42,19,5,0,0,0,0,25,33,66,24,28,33,7,7,4074,51,58
23,1,2024,18,56,13,INT,71.88,74,1.02,Flag,69,81,39,21,5,1,0,0,0,49,24,39,45,23,24,7,5,5728,47,49
23,1,2024,18,57,57,INT,61.74,73,1.18,Flag,62,83,50,18,3,0,0,0,0,25,27,73,22,25,37,7,7,4571,53,59
23,1,2024,19,0,5,INT,65.31,70,1.07,Flag,52,80,68,14,2,0,0,0,0,26,33,77,24,33,42,11,12,4579,50,53
23,1,2024,19,1,16,INT,62.13,75,1.20,Flag,58,88,47,22,1,0,0,0,0,22,32,77,20,32,42,9,5,4601,49,52
23,1,2024,19,2,16,INT,54.85,69,1.25,Flag,59,88,52,14,2,1,0,0,0,32,24,57,28,24,31,9,6,4371,45,51
23,1,2024,19,3,41,INT,60.79,76,1.25,Flag,56,90,51,17,2,0,0,0,0,32,28,75,26,28,40,9,4,4517,52,54
23,1,2024,19,4,52,INT,61.42,71,1.15,Flag,53,90,59,10,4,0,0,0,0,44,25,53,39,24,32,7,13,4158,52,54
23,1,2024,19,5,56,INT,58.12,55,0.94,Flag,69,79,44,19,5,0,0,0,0,19,25,54,18,24,32,7,11,5039,45,46
23,1,2024,19,8,59,INT,58.29,77,1.32,Flag,62,74,60,19,1,0,0,0,0,25,31,76,24,29,40,7,6,3613,50,50
23,1,2024,20,13,34,INT,52.91,46,0.86,Flag,79,69,49,16,3,0,0,0,0,34,23,40,29,21,20,6,11,3990,38,39
23,1,2024,20,15,19,INT,63.59,61,0.95,Flag,68,83,45,15,5,0,0,0,0,47,21,45,38,21,25,7,7,4868,46,45
23,1,2024,20,16,36,INT,64.34,87,1.35,Flag,52,87,56,21,0,0,0,0,0,34,30,64,27,30,38,7,5,4516,57,62
23,1,2024,20,19,0,INT,63.81,64,1.00,Flag,50,92,62,11,1,0,0,0,0,16,37,90,12,35,49,12,10,4073,53,53
23,1,2024,20,19,53,INT,44.45,47,1.05,Flag,72,74,50,14,6,0,0,0,0,22,22,49,18,21,27,6,11,3208,34,35
23,1,2024,20,20,56,INT,57.17,64,1.11,Flag,66,80,53,15,2,0,0,0,0,12,31,75,12,30,41,7,9,3589,45,50
23,1,2024,20,22,18,INT,71.00,76,1.07,Flag,53,94,42,23,4,0,0,0,0,54,23,55,39,21,32,10,7,5752,54,60
23,1,2024,20,23,25,INT,61.49,76,1.23,Flag,50,101,53,9,3,0,0,0,0,20,36,90,17,36,45,8,8,4866,52,57
23,1,2024,20,24,30,INT,58.33,73,1.25,Flag,46,89,69,12,0,0,0,0,0,28,35,82,21,29,43,10,10,4086,56,59
23,1,2024,20,29,49,INT,47.88,66,1.37,Flag,67,80,46,17,6,0,0,0,0,16,29,55,16,29,31,4,6,3627,45,47
23,1,2024,20,30,59,INT,54.58,58,1.06,Flag,71,75,44,22,3,1,0,0,0,28,29,53,20,28,28,6,10,4481,43,46
23,1,2024,20,32,47,INT,49.30,52,1.05,Flag,73,74,45,16,8,0,0,0,0,13,35,49,12,33,32,6,10,3497,40,44
23,1,2024,20,33,52,INT,59.13,68,1.15,Flag,61,85,46,17,5,2,0,0,0,42,25,54,33,23,28,9,9,4680,49,54
23,1,2024,20,37,25,INT,60.78,70,1.15,Flag,54,106,37,10,7,2,0,0,0,22,28,81,20,27,41,11,7,4733,51,54
23,1,2024,20,38,48,INT,64.15,75,1.16,Flag,54,94,51,14,3,0,0,0,0,11,41,93,9,39,49,10,6,4424,51,52
23,1,2024,20,41,0,INT,70.45,71,1.00,Flag,51,95,52,13,4,1,0,0,0,42,33,64,35,32,34,9,7,4811,56,55
23,1,2024,20,43,20,INT,61.90,73,1.17,Flag,67,68,57,21,2,1,0,0,0,51,27,56,39,26,31,6,6,4531,48,51
23,1,2024,20,44,28,INT,56.66,74,1.30,Flag,64,86,39,22,5,0,0,0,0,17,35,70,15,33,43,5,8,3956,47,49
23,1,2024,20,46,2,INT,43.48,51,1.17,Flag,71,86,44,9,4,2,0,0,0,19,28,36,16,25,21,5,7,3096,34,36
23,1,2024,20,47,22,INT,75.25,65,0.86,Flag,58,97,38,20,2,1,0,0,0,51,26,44,41,25,24,8,7,6801,48,52
24,1,2024,22,36,12,INT,42.70,52,1.21,Flag,65,83,47,17,4,0,0,0,0,27,19,38,22,18,23,6,10,3060,41,47
24,1,2024,22,38,16,INT,53.13,48,0.90,Flag,75,85,38,14,2,2,0,0,0,18,28,42,17,28,28,8,9,4269,37,39
24,1,2024,22,41,37,INT,57.35,70,1.22,Flag,65,87,44,16,3,1,0,0,0,20,26,50,20,25,34,6,6,3852,45,50
24,1,2024,22,45,4,INT,55.94,64,1.14,Flag,61,82,48,18,7,0,0,0,0,32,24,42,26,23,28,7,8,2994,49,51
24,1,2024,22,54,42,INT,49.22,56,1.13,Flag,71,76,50,18,1,0,0,0,0,34,24,34,27,23,22,6,5,3631,41,43
24,1,2024,23,3,2,INT,41.98,44,1.04,Flag,67,78,57,10,4,0,0,0,0,23,21,27,21,20,20,6,12,2691,36,36
24,1,2024,23,4,3,INT,51.36,63,1.22,Flag,63,78,56,18,1,0,0,0,0,26,21,42,25,21,26,6,9,3984,46,46
24,1,2024,23,5,44,INT,49.10,64,1.30,Flag,67,78,47,17,7,0,0,0,0,15,29,51,14,29,32,6,10,3085,42,46
24,1,2024,23,6,45,INT,54.31,59,1.08,Flag,66,76,53,18,3,0,0,0,0,16,28,58,15,26,34,7,8,4039,44,51
24,1,2024,23,7,56,INT,54.55,77,1.41,Flag,60,81,59,11,5,0,0,0,0,27,25,59,25,25,35,8,8,3441,54,58
24,1,2024,23,9,21,INT,77.00,49,0.63,Flag,66,87,37,17,8,1,0,0,0,30,26,55,26,23,29,12,11,6327,41,43
24,1,2024,23,12,22,INT,48.26,61,1.26,Flag,60,89,51,12,4,0,0,0,0,15,30,49,15,27,31,8,10,3737,46,49
24,1,2024,23,23,6,INT,62.54,63,1.00,Flag,69,62,65,18,2,0,0,0,0,22,29,62,18,29,35,7,10,3951,46,50
24,1,2024,23,25,25,INT,71.30,85,1.19,Flag,42,93,71,7,3,0,0,0,0,46,25,51,44,24,33,10,10,5526,61,60
24,1,2024,23,28,29,INT,59.92,70,1.16,Flag,63,80,55,14,4,0,0,0,0,48,20,38,40,20,24,7,8,4425,48,49
24,1,2024,23,32,24,INT,54.23,71,1.30,Flag,63,84,37,24,8,0,0,0,0,21,31,71,17,31,41,6,7,4898,52,58
24,1,2024,23,52,52,INT,38.65,39,1.00,Flag,69,84,41,19,3,0,0,0,0,21,22,32,21,22,20,7,15,3542,36,37
24,1,2024,23,53,47,INT,49.57,59,1.19,Flag,71,76,43,22,2,2,0,0,0,27,29,44,26,26,25,8,7,3285,41,46
24,1,2024,23,57,33,INT,47.05,71,1.50,Flag,61,81,55,17,2,0,0,0,0,34,20,37,30,20,25,4,5,3087,48,48
25,1,2024,14,0,33,INT,50.75,53,1.04,Flag,68,78,57,11,1,1,0,0,0,15,28,50,13,27,32,8,10,3969,41,43
25,1,2024,22,55,3,INT,72.39,84,1.16,Flag,47,96,59,12,1,1,0,0,0,45,24,55,41,23,33,8,6,5507,59,61
25,1,2024,22,57,39,INT,52.78,55,1.04,Flag,61,90,50,12,2,1,0,0,0,15,31,75,11,28,39,10,11,3379,41,43
25,1,2024,22,58,45,INT,59.38,67,1.12,Flag,58,92,51,12,3,0,0,0,0,34,24,61,31,23,33,8,10,4401,50,52
25,1,2024,22,59,51,INT,55.68,65,1.16,Flag,68,83,39,21,5,0,0,0,0,25,22,48,24,21,29,6,7,4089,46,48
25,1,2024,23,13,30,INT,60.66,62,1.02,Flag,65,80,49,18,3,1,0,0,0,35,25,52,27,24,33,8,10,3871,50,49
25,1,2024,23,21,40,INT,54.04,58,1.07,Flag,57,92,48,16,3,0,0,0,0,23,29,64,22,29,33,9,10,3784,47,50
25,1,2024,23,35,28,INT,51.69,82,1.58,Flag,54,96,48,17,1,0,0,0,0,28,22,58,25,21,33,7,7,3423,54,54
25,1,2024,23,36,45,INT,49.70,74,1.48,Flag,56,92,45,19,4,0,0,0,0,23,29,64,21,29,37,7,9,3280,48,54
25,1,2024,23,40,43,INT,49.76,50,1.00,Flag,68,91,37,14,6,0,0,0,0,43,17,31,36,16,17,6,11,3274,42,44
25,1,2024,23,44,10,INT,50.86,73,1.43,Flag,57,86,56,12,5,0,0,0,0,24,25,50,22,25,29,5,8,3949,52,56
25,1,2024,23,47,18,INT,55.43,65,1.17,Flag,55,96,45,14,5,1,0,0,0,18,29,69,14,29,41,9,10,3600,49,51
25,1,2024,23,49,51,INT,49.20,56,1.13,Flag,60,86,51,19,0,0,0,0,0,22,23,48,22,23,34,9,12,3516,46,47
25,1,2024,23,50,54,INT,55.10,75,1.36,Flag,47,105,46,16,2,0,0,0,0,29,27,62,29,24,35,9,9,3644,52,56
25,1,2024,23,53,38,INT,54.77,66,1.20,Flag,65,78,51,17,5,0,0,0,0,32,28,48,29,25,25,7,13,4043,53,56
26,1,2024,0,10,43,INT,52.64,60,1.13,Flag,72,75,37,27,5,0,0,0,0,30,21,38,29,20,23,6,8,3260,46,47
26,1,2024,0,12,20,INT,57.46,64,1.11,Flag,69,78,47,18,3,1,0,0,0,31,31,47,26,31,29,8,7,3867,44,46
26,1,2024,0,13,15,INT,49.85,66,1.32,Flag,67,78,50,17,4,0,0,0,0,18,25,72,16,24,31,5,4,3674,41,45
26,1,2024,0,15,17,INT,55.43,70,1.26,Flag,55,86,61,11,3,0,0,0,0,24,27,66,21,25,38,11,7,3826,47,52
26,1,2024,0,21,33,INT,57.24,76,1.32,Flag,55,94,47,19,1,0,0,0,0,25,32,85,23,28,37,7,8,3448,53,57
26,1,2024,19,11,51,INT,55.53,67,1.20,Flag,66,87,44,17,2,0,0,0,0,41,20,50,34,20,24,6,8,3749,44,43
26,1,2024,19,15,26,INT,45.23,47,1.03,Flag,64,96,36,14,4,2,0,0,0,21,23,50,20,23,26,9,7,3563,37,36
26,1,2024,19,16,19,INT,46.61,52,1.11,Flag,67,82,49,15,3,0,0,0,0,21,30,43,21,27,29,7,9,3445,39,42
26,1,2024,19,17,42,INT,45.31,48,1.05,Flag,63,90,43,16,3,1,0,0,0,30,22,40,25,19,23,8,11,3942,40,42
26,1,2024,19,18,34,INT,41.47,45,1.08,Flag,70,80,41,21,4,0,0,0,0,33,15,25,31,15,16,7,10,3380,37,36
26,1,2024,19,20,37,INT,46.73,52,1.11,Flag,73,63,57,21,2,0,0,0,0,30,23,42,27,22,21,5,9,3126,40,47
26,1,2024,19,22,28,INT,47.01,56,1.19,Flag,61,89,48,13,4,1,0,0,0,32,20,53,31,20,24,8,8,3617,47,51
26,1,2024,19,23,26,INT,52.31,70,1.33,Flag,61,91,46,14,4,0,0,0,0,26,21,53,26,20,30,6,8,3613,52,53
26,1,2024,19,24,31,INT,60.28,63,1.04,Flag,62,77,59,16,2,0,0,0,0,41,23,54,36,21,27,10,10,5137,50,52
26,1,2024,19,26,15,INT,53.33,56,1.05,Flag,74,64,58,16,3,1,0,0,0,31,21,47,28,21,25,8,9,3638,46,47
26,1,2024,19,27,27,INT,55.39,45,0.81,Flag,77,65,53,16,4,1,0,0,0,23,33,60,20,31,29,9,13,3858,39,42
26,1,2024,19,29,1,INT,47.92,52,1.08,Flag,60,86,50,14,6,0,0,0,0,28,25,42,25,21,23,6,8,3281,37,40
26,1,2024,19,30,3,INT,55.86,74,1.32,Flag,59,81,59,14,3,0,0,0,0,21,34,83,16,34,38,6,8,3825,50,54
26,1,2024,19,32,57,INT,75.24,69,0.91,Flag,54,95,53,13,1,0,0,0,0,23,30,78,20,27,37,9,14,4683,54,62
26,1,2024,19,38,57,INT,65.11,78,1.19,Flag,56,93,46,16,5,0,0,0,0,39,29,63,34,27,34,8,7,4397,53,61
26,1,2024,19,40,24,INT,49.69,56,1.12,Flag,66,74,48,26,2,0,0,0,0,15,30,64,15,30,32,6,6,3958,41,41
26,1,2024,19,42,9,INT,57.95,72,1.24,Flag,56,90,51,14,5,0,0,0,0,28,29,65,25,28,39,8,7,5031,53,57
26,1,2024,19,44,25,INT,48.03,57,1.18,Flag,56,93,48,16,3,0,0,0,0,29,19,52,25,19,30,9,12,3610,44,47
26,1,2024,19,47,6,INT,55.38,64,1.15,Flag,57,99,40,14,6,0,0,0,0,22,27,60,20,26,37,8,6,4251,45,49
26,1,2024,19,48,55,INT,43.69,46,1.05,Flag,71,83,46,9,7,0,0,0,0,19,21,60,15,21,28,6,10,3673,35,35
26,1,2024,19,50,21,INT,54.92,74,1.34,Flag,50,94,56,15,1,0,0,0,0,28,25,77,23,25,36,9,8,4762,53,56
26,1,2024,19,54,19,INT,53.63,75,1.39,Flag,63,85,50,12,5,1,0,0,0,38,28,58,33,25,32,7,7,3563,51,64
26,1,2024,19,58,44,INT,63.72,96,1.50,Flag,50,90,60,13,3,0,0,0,0,42,27,80,34,27,40,6,4,4861,56,56
26,1,2024,20,0,42,INT,56.41,69,1.22,Flag,68,82,37,24,4,1,0,0,0,19,32,57,18,31,31,3,4,4268,50,54
26,1,2024,20,2,3,INT,54.96,55,1.00,Flag,63,92,39,19,2,1,0,0,0,24,26,50,20,24,27,8,7,4983,36,42
26,1,2024,20,4,20,INT,54.23,68,1.25,Flag,65,74,52,24,0,0,1,0,0,27,26,66,21,26,34,6,7,3979,47,53
26,1,2024,20,5,37,INT,56.41,65,1.15,Flag,57,101,40,12,5,0,1,0,0,24,24,72,23,24,35,7,12,4153,49,51
26,1,2024,20,8,15,INT,43.33,54,1.24,Flag,69,79,48,14,6,0,0,0,0,19,28,50,19,27,24,7,9,3843,39,42
26,1,2024,20,11,29,INT,47.97,64,1.33,Flag,63,92,40,18,3,0,0,0,0,28,23,47,26,23,27,6,9,3217,47,44
26,1,2024,20,12,44,INT,36.62,45,1.22,Flag,67,91,43,12,2,1,0,0,0,26,19,24,25,19,17,6,6,2749,35,37
26,1,2024,20,15,15,INT,50.81,48,0.94,Flag,79,74,41,20,2,0,0,0,0,30,21,42,24,20,24,6,11,3624,38,38
26,1,2024,20,16,39,INT,58.65,67,1.14,Flag,49,91,63,10,3,0,0,0,0,38,28,65,30,27,35,13,10,4124,52,60
26,1,2024,20,17,35,INT,49.94,60,1.20,Flag,65,84,44,17,5,1,0,0,0,25,23,50,24,22,27,7,7,3659,43,46
26,1,2024,20,18,38,INT,53.50,68,1.27,Flag,54,91,55,12,2,2,0,0,0,20,29,69,18,29,41,9,8,4355,48,51
26,1,2024,20,21,0,INT,59.03,58,0.98,Flag,63,83,49,18,3,0,0,0,0,26,30,61,23,30,29,6,7,4613,45,45
29,1,2024,19,42,57,INT,45.72,53,1.15,Flag,74,62,55,23,2,0,0,0,0,19,28,52,17,27,28,8,7,3559,42,45
29,1,2024,21,45,37,INT,52.45,45,0.85,Flag,73,80,35,21,7,0,0,0,0,24,21,45,22,19,23,6,9,4058,36,39
29,1,2024,21,50,23,INT,51.81,65,1.25,Flag,57,80,59,20,0,0,0,0,0,24,29,57,18,29,32,7,5,3161,47,51
29,1,2024,21,53,50,INT,65.99,52,0.78,Flag,75,68,52,16,4,1,0,0,0,22,37,56,20,36,30,9,10,4229,42,43
29,1,2024,21,54,50,INT,50.58,55,1.08,Flag,64,89,40,21,2,0,0,0,0,17,29,47,17,27,34,7,6,3960,42,42
29,1,2024,21,56,10,INT,57.48,46,0.80,Flag,84,71,39,11,6,5,0,0,0,18,33,55,17,33,29,9,11,4678,43,43
29,1,2024,21,58,23,INT,66.87,103,1.54,Flag,55,87,54,18,2,0,0,0,0,28,31,71,26,30,42,6,5,4776,57,58
29,1,2024,22,0,22,INT,52.80,64,1.21,Flag,53,88,61,13,1,0,0,0,0,22,27,68,20,27,38,8,8,3830,48,51
29,1,2024,22,1,55,INT,50.97,43,0.84,Flag,70,80,39,21,5,1,0,0,0,23,27,42,21,26,25,8,11,3928,38,39
29,1,2024,22,4,46,INT,65.71,60,0.91,Flag,62,78,50,23,3,0,0,0,0,39,31,51,36,27,23,8,9,5007,47,50
29,1,2024,22,11,25,INT,63.77,81,1.27,Flag,66,85,43,17,3,2,0,0,0,52,27,63,38,26,31,5,4,4315,50,53
29,1,2024,22,14,21,INT,50.65,55,1.08,Flag,59,97,41,16,3,0,0,0,0,19,36,61,16,35,35,7,11,3975,44,44
29,1,2024,22,51,58,INT,52.28,59,1.12,Flag,66,96,31,17,6,0,0,0,0,14,30,59,14,29,33,7,9,4108,41,42
29,1,2024,22,59,13,INT,53.60,75,1.39,Flag,50,97,53,14,2,0,0,0,0,34,22,52,31,20,32,6,6,3433,52,55
29,1,2024,23,2,19,INT,71.21,69,0.96,Flag,71,80,41,19,3,0,2,0,0,40,28,57,33,27,22,6,7,5736,42,49
29,1,2024,23,3,53,INT,65.89,73,1.10,Flag,64,82,50,18,2,0,0,0,0,36,30,71,30,30,29,5,7,3863,53,55
29,1,2024,23,21,6,INT,63.37,86,1.35,Flag,51,94,52,18,1,0,0,0,0,22,35,83,18,35,48,8,7,3775,55,60
29,1,2024,23,22,11,INT,56.65,72,1.27,Flag,64,94,41,15,2,0,0,0,0,25,25,57,18,25,31,4,8,4359,43,46
29,1,2024,23,23,26,INT,63.30,61,0.96,Flag,69,68,56,18,4,1,0,0,0,36,31,45,33,27,26,6,5,4750,48,50
29,1,2024,23,24,32,INT,58.23,68,1.16,Flag,52,91,58,12,3,0,0,0,0,24,29,82,23,26,42,9,9,4027,49,53
29,1,2024,23,30,39,INT,43.52,54,1.24,Flag,77,58,61,17,3,0,0,0,0,12,27,43,12,27,26,3,7,3811,41,41
29,1,2024,23,31,51,INT,60.96,82,1.34,Flag,68,71,54,16,5,2,0,0,0,15,43,78,14,42,40,3,4,4546,49,59
29,1,2024,23,33,54,INT,53.13,76,1.43,Flag,62,76,56,19,2,1,0,0,0,28,35,61,23,30,32,6,6,3973,54,55
29,1,2024,23,35,10,INT,64.57,71,1.09,Flag,65,81,51,17,2,0,0,0,0,35,25,57,30,25,32,7,8,5149,52,53
29,1,2024,23,36,50,INT,54.17,62,1.14,Flag,59,76,54,22,5,0,0,0,0,22,27,56,21,27,35,8,10,3786,50,53
29,1,2024,23,38,35,INT,62.00,67,1.08,Flag,58,83,56,18,1,0,0,0,0,30,34,65,28,33,37,11,8,4589,51,56
29,1,2024,23,44,9,INT,60.00,65,1.08,Flag,65,80,51,14,6,0,0,0,0,23,35,56,19,31,35,7,6,4308,47,53
29,1,2024,23,46,11,INT,71.03,83,1.16,Flag,54,90,53,18,1,0,0,0,0,19,42,88,16,41,51,6,7,4076,60,63
29,1,2024,23,47,30,INT,68.85,56,0.81,Flag,64,83,48,16,3,1,1,0,0,40,28,53,33,26,30,10,10,5410,46,48
29,1,2024,23,49,2,INT,57.54,75,1.30,Flag,71,69,51,21,4,0,0,0,0,19,34,71,18,32,41,6,5,4218,49,56
29,1,2024,23,50,21,INT,61.32,63,1.02,Flag,71,81,35,22,5,2,0,0,0,21,29,57,18,29,37,6,5,4082,44,50
29,1,2024,23,51,32,INT,57.84,77,1.33,Flag,55,85,58,16,2,0,0,0,0,17,30,84,14,30,48,8,5,3840,50,53
29,1,2024,23,54,41,INT,68.10,62,0.91,Flag,72,67,51,23,3,0,0,0,0,27,31,63,25,29,31,7,7,4527,51,52
29,1,2024,23,56,44,INT,65.70,83,1.26,Flag,50,104,41,18,3,0,0,0,0,33,30,82,24,30,42,9,8,4366,56,56
29,1,2024,23,59,8,INT,57.43,66,1.14,Flag,55,89,48,21,3,0,0,0,0,17,37,70,17,36,42,10,11,4057,50,52
30,1,2024,0,6,16,INT,74.73,52,0.69,Flag,71,77,43,17,5,3,0,0,0,26,34,54,19,33,26,8,10,5896,38,40
30,1,2024,0,11,29,INT,65.70,87,1.32,Flag,44,104,53,13,2,0,0,0,0,29,30,76,20,27,39,7,7,4195,55,61
30,1,2024,0,13,58,INT,40.62,53,1.30,Flag,69,89,41,15,1,1,0,0,0,27,18,46,25,16,22,5,10,2585,43,47
30,1,2024,0,15,9,INT,57.14,64,1.12,Flag,62,81,51,20,2,0,0,0,0,23,30,64,21,30,34,8,6,3567,47,50
30,1,2024,0,16,25,INT,66.64,84,1.26,Flag,43,102,57,13,1,0,0,0,0,58,25,59,41,22,36,11,11,5193,59,60
30,1,2024,0,17,51,INT,61.25,56,0.91,Flag,76,73,46,14,6,1,0,0,0,23,32,66,22,29,34,7,7,4959,44,48
30,1,2024,0,18,49,INT,48.14,54,1.12,Flag,69,76,49,19,3,0,0,0,0,24,25,49,23,22,26,9,9,3395,38,40
30,1,2024,0,20,48,INT,31.54,40,1.26,Flag,75,84,44,9,4,0,0,0,0,19,10,26,19,10,18,5,9,2749,35,35
30,1,2024,0,24,0,INT,46.94,52,1.10,Flag,66,79,53,16,2,0,0,0,0,21,27,50,15,27,31,7,12,3514,43,45
30,1,2024,0,25,52,INT,62.97,73,1.15,Flag,65,74,48,25,2,2,0,0,0,34,34,60,28,32,36,8,4,4178,49,57
30,1,2024,0,27,4,INT,60.25,81,1.34,Flag,53,94,50,14,5,0,0,0,0,26,29,50,24,27,29,7,5,4483,51,57
30,1,2024,0,29,4,INT,54.64,67,1.22,Flag,62,76,63,15,0,0,0,0,0,17,28,63,16,27,39,9,6,3490,47,52
30,1,2024,1,6,44,INT,64.63,78,1.20,Flag,62,84,54,12,4,0,0,0,0,35,31,74,30,28,33,6,8,4104,54,60
30,1,2024,20,39,8,INT,56.31,53,0.94,Flag,64,87,51,11,3,0,0,0,0,23,37,52,20,37,27,6,13,4282,46,47
30,1,2024,21,44,15,INT,52.47,63,1.20,Flag,54,95,44,15,8,0,0,0,0,25,30,67,22,30,40,12,9,3827,49,52
30,1,2024,21,45,22,INT,54.97,74,1.34,Flag,54,93,47,21,1,0,0,0,0,20,31,74,19,26,45,12,7,3896,51,52
30,1,2024,21,47,18,INT,51.39,48,0.93,Flag,63,83,49,15,4,2,0,0,0,36,25,36,30,23,24,9,12,3674,44,44
30,1,2024,21,48,30,INT,53.10,68,1.28,Flag,75,66,54,17,4,0,0,0,0,22,31,47,21,29,30,5,6,4276,46,49
30,1,2024,21,50,9,INT,59.81,81,1.35,Flag,49,92,56,18,1,0,0,0,0,35,29,61,29,26,40,10,10,3997,59,60
30,1,2024,21,52,5,INT,43.89,49,1.11,Flag,82,72,37,17,6,2,0,0,0,25,21,36,23,19,21,6,8,3277,39,42
30,1,2024,21,59,23,INT,54.78,51,0.93,Flag,73,71,47,20,5,0,0,0,0,20,32,56,19,31,32,7,9,3786,43,49
30,1,2024,22,0,20,INT,52.01,77,1.48,Flag,65,97,36,13,5,0,0,0,0,28,23,53,25,22,34,7,5,3770,46,48
30,1,2024,22,1,51,INT,72.48,68,0.93,Flag,69,77,45,22,2,1,0,0,0,28,36,67,23,34,36,7,6,5196,49,54
30,1,2024,22,4,19,INT,53.40,65,1.21,Flag,57,94,48,12,5,0,0,0,0,26,33,65,21,32,39,11,9,3631,50,54
30,1,2024,22,22,38,INT,47.74,61,1.27,Flag,70,77,46,17,4,2,0,0,0,19,29,45,18,29,28,4,5,3774,45,47
30,1,2024,22,25,52,INT,50.48,50,0.99,Flag,78,69,43,19,7,0,0,0,0,20,29,52,18,28,34,7,8,4359,38,41
30,1,2024,22,28,39,INT,60.38,69,1.14,Flag,62,76,54,19,4,1,0,0,0,15,30,58,13,29,44,8,10,5046,49,53
30,1,2024,22,31,0,INT,63.36,80,1.26,Flag,46,97,56,14,3,0,0,0,0,30,32,75,25,32,46,11,9,4186,53,58
